DOI,Affiliations
10.1016/j.chemosphere.2013.09.005,"Institute of Microbial Technology, Chandigarh 160036, Sector 39-A, India"
10.1007/s00249-012-0881-x,"Department of Chemistry, Technische Universität München, 85747 Garching, Lichtenbergstrasse 4, Germany; Center for Integrated Protein Science, Technische Universität München, 85747 Garching, Lichtenbergstrasse 4, Germany; Jülich Center for Neutron Science at FRMII, 85747 Garching, Lichtenbergstrasse 1, Germany"
10.1007/s00232-013-9551-x,"Department of Chemical and Biomolecular Engineering, College of Energy and Biotechnology, Seoul National University of Science and Technology, Nowon-gu, Seoul 139-743, 172 Gongreung 2-dong, South Korea"
10.1007/s13277-012-0640-8,"Department of Urology, Affiliated Sixth People's Hospital, Shanghai Jiaotong University, Shanghai 200233, 600 Yishan Road, China"
10.1007/s12298-012-0157-z,"Central potato Research Institute, Shimla, H.P, 171001, India; Department of Biosciences and Biotechnology, Banasthali University (Rajasthan), Tonk, 304022, India; Department of Biological Sciences, School of Basic Sciences, SHIATS, Allahabad, 211007, Naini, India; National Research Centre for Plant Biotechnology, New Delhi-12, IARI campus, Pusa, India"
10.1007/s00432-013-1492-3,"General Surgery Department, Tenth People's Hospital Affiliated, Tongji University, Zhabei District, Shanghai 200072, No. 301 Yanchang Middle Road, China; General Surgery Department, Changhai Hospital Affiliated, Second Military Medical University, Shanghai 200433, China"
10.1007/s00125-013-2911-3,"Department of Clinical Science, Genetic and Molecular Epidemiology Unit, Lund University, Malmö, Sweden; Department of Public Health and Clinical Medicine, Umeå University, Umeå, Sweden; Department of Nutrition, Harvard School of Public Health, Boston, MA, United States; Diabetes Prevention Program Coordinating Center, Biostatistics Center, George Washington University, Rockville, MD 20852, 6110 Executive Blvd, United States; Diabetes Research Center (Diabetes Unit), Department of Medicine, Massachusetts General Hospital, Boston, MA, United States; Joslin Diabetes Center, Harvard Medical School, Boston, MA, United States; Diabetes Epidemiology and Clinical Research Section, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Phoenix, AZ, United States; Program in Medical and Population Genetics, Broad Institute of Harvard and MIT, Cambridge, MA, United States"
10.1016/j.ceramint.2013.01.028,"Department of Chemical Technology, University of Calcutta, Kolkata 700009, 92 A. P.C. Road, India; Department of Chemistry, St. Paul's C.M. College, University of Calcutta, Kolkata 700009, 33/1, Raja Rammohan Roy Sarani, India"
10.1007/s10562-013-1063-x,"Department of Chemistry, Shahid Beheshti University, Tehran, G. C., P.O. Box 19396-4716, Iran"
10.1007/s00384-013-1712-y,"Department of Clinical Sciences, Skåne University Hospital, Lund University, 20502 Malmö, Sweden; Department of Clinical Sciences, Skåne University Hospital, Lund University, Lund, Sweden"
10.1177/0300060513479859,"Department of Geriatric Nephrology, Institute of Gerontology, Chinese PLA General Hospital, Beijing 100853, China; Cardiovascular Department, Affiliated Hospital of Chinese People's Armed Police Logistics College, Tianjin, China"
10.1080/19443994.2013.767214,"Faculty of Sciences and Technology, Department of Process Engineering, University of Jijel, BP 98, Ouled Aissa, 18000, Jijel, Algeria; COVACHIMM, EA 3592 Laboratory, University of Antilles and Guyane, BP 250, 97157, Pointe à Pitre Cedex, Guadeloupe, France"
10.1016/j.na.2013.07.007,"Department of Mathematics, Faculty of Science, King Abdulaziz University, Jeddah 21589, P.O. Box 80203, Saudi Arabia; Department of Mathematics, Aligarh Muslim University, Aligarh 202002, India"
10.1038/nn.3560,"Department of Neurology, Harvard Medical School, Boston Children's Hospital, Boston, MA, United States; Program in Neuroscience, Harvard Medical School, Boston, MA, United States"
10.1126/science.1237242,"NanoElectronics Group, MESA+ Institute for Nanotechnology, University of Twente, 7500 AE, Enschede, P.O. Box 217, Netherlands; Institut de Science et d'Ingénierie Supramoléculaires (ISIS), Université de Strasbourg, 67000 Strasbourg, 8 Allée Gaspard Monge, France; Transducers Science and Technology Group, MESA+ Institute for Nanotechnology, University of Twente, 7500AE Enschede, P.O. Box 217, Netherlands; Theory of Polymers and Soft Matter, Department of Applied Physics, Eindhoven University of Technology, 5600 MB, Eindhoven, P.O. Box 513, Netherlands; Karlsruher Institut für Technologie (KIT), Institut für Nanotechnologie, D-76344 Eggenstein-Leopoldshafen, Hermann-von-Helmholtz-Platz 1, Germany"
10.1007/s11059-013-0210-0,"Office of the University Provost, Treuhaft Foundation Distinguished Professor, University of Atlanta, Atlanta, GA, United States; Centre National de la Recherche Scientifique, 75005 Paris, 75 rue de Rivoli, France"
10.1016/j.rppnen.2013.10.005,"Unidade de Técnicas Invasivas Pneumológicas, Hospital Pulido Valente, Lisboa, Pneumologia II, Portugal; Unidade de Pneumologia de Intervenção, Hospital Beatriz Ângelo, Loures, Portugal; Centro de Estudos de Doenças Crónicas (CEDOC), Faculdade de Ciências Médicas, Universidade Nova de Lisboa, Lisboa, Portugal; Serviço de Cirurgia Torácica, Hospital Pulido Valente, Lisboa, Portugal; Departamento Universitário de Saúde Pública, Faculdade de Ciências Médicas, Universidade Nova de Lisboa, Lisboa, Portugal; Serviço de Anatomia Patológica, Hospital Pulido Valente, Lisboa, Portugal"
10.1007/s11250-013-0440-1,"Dairy Cattle Nutrition Division, National Dairy Research Institute, Deemed University, Karnal, Haryana, 132001, India; Lignocellulose Biotechnology Laboratory, Department of Microbiology, University of Delhi South Campus, New Delhi, 110021, India"
10.1016/j.anbehav.2013.05.030,"Department of Biological Sciences, University of Pittsburgh, Pittsburgh, PA, United States; Department of Bioscience, Aarhus University, Tjele, Denmark"
10.1155/2013/210604,"Department of Maxillofacial Tissue Regeneration, School of Dentistry, Kyung Hee University, Dongdaemun-gu, Seoul 130-701, 1 Heogi-dong, South Korea; Department of Oral Medicine, School of Dentistry, Kyung Hee University, Dongdaemun-gu, Seoul 130-701, Heogi-dong, South Korea; Department of Oral and Maxillofacial Surgery, School of Dentistry, Kyung Hee University, Dongdaemun-gu, Seoul 130-701, Heogi-dong, South Korea; College of Pharmacy, Yeungnam University, Gyeongsan 712-749, South Korea"
10.1007/s12029-012-9459-1,"Laboratory of Experimental Biochemistry, National Institute for Digestive Diseases, I.R.C.C.S. S. de Bellis, 70013 Castellana Grotte, Bari, Via Turi, 27, Italy"
10.1155/2013/158792,"Life Robinson Private Hospital, Randfontein 1760, Hospital Road, South Africa; Faculty of Electrical Engineering, University of Belgrade, 11000 Belgrade, Bulevar Kralja Aleksandra 73, Serbia; Faculty of Electronic Engineering, University of Niš, 18000 Nis, Aleksandra Medvedeva 14, Serbia"
10.1088/1742-6596/466/1/012036,"Grupo de Investigacion en Desarrollo Tecnologico, Mecatronica y Agroindustria - GIDETECHMA, Facultad de Ingeniería Mecánica, Universidad Pontificia Bolivariana Seccional Bucaramanga, Floridablanca, Colombia"
10.1016/j.phrs.2013.04.005,"Department of Internal Medicine and Therapeutics, University of Pavia, Fondazione IRCCS Policlinico S. Matteo, 27100 Pavia, P.le C. Golgi, 2, Italy; Center for the Study of Endocrine, Metabolic Pathophysiology and Clinical Research, University of Pavia, Pavia, Italy; Diabetes Care Unit, S. Carlo Hospital, Milano, Italy; Hospital Center of Diabetes, Sant'Angelo Lodigiano, Lodi, Italy; Aging and Kidney Diseases, G. Descovich Atherosclerosis Study Center, University of Bologna, Bologna, Italy"
10.1109/QR2MSE.2013.6625654,"Department of Industrial Engineering, Pusan National University, Busan, South Korea; 5th RandD Institute, Agency for Defense Development, Daejeon, South Korea; ILS RandD Lab, LIG Next Co. Ltd., Gyeonggi-do, South Korea"
10.1158/1541-7786.MCR-12-0629,"Vascular Program, Institute for Cell Engineering, Baltimore, MD, United States; McKusick-Nathans Institute of Genetic Medicine, Baltimore, MD, United States; Department of Pediatrics, Baltimore, MD, United States; Department of Oncology, Baltimore, MD, United States; Department of Medicine, Baltimore, MD, United States; Department of Radiation Oncology, Baltimore, MD, United States; Department of Biological Chemistry, Johns Hopkins University School of Medicine, Baltimore, MD 21205, 733 N. Broadway, Suite 671, United States; Johns Hopkins Physical Sciences-Oncology Center, Baltimore, MD, United States; Department of Chemical and Biomolecular Engineering, Johns Hopkins University, Baltimore, MD, United States"
10.1109/QR2MSE.2013.6625747,"No.3 Department, Ordnance Engineering College, Shijiazhuang, China; No.2 Department, Air Force Service College, Xuzhou, China"
10.1186/1472-6963-13-180,"Department of Policy Analysis and Public Management, Cergas and Area PMP SDA Bocconi, Bocconi University, Milan 20136, Via Rontgen 1, Italy; ASUR Marche, Ancona 60100, Via caduti del lavoro 40, Italy"
10.1016/j.inoche.2013.06.040,"Key Laboratory of Optoelectronic Materials Chemistry and Physics, Fujian Institute of Research on the Structure of Matter, Chinese Academy of Sciences, Fuzhou, Fujian 350002, China"
10.1109/QR2MSE.2013.6625684,"RandD Center KNR System, Hwasung, South Korea; Mechanical Engineering, Sungkyunkwan Universuty, Suwon, South Korea"
10.1155/2013/372646,"Department of Computer Science and Engineering, Faculty of Engineering and Technology, NSHM Knowledge Campus, Durgapur 713212, India; Department of Convergence Security, Sungshin Women's University, Seoul 136-742, 249-1, Dongseon-dong 3-ga, South Korea"
10.1080/10643389.2012.672070,"Department of Chemical and Environmental Engineering, Faculty of Engineering, University of Mauritius, Réduit, Mauritius; National Research, Mauritius Research Council, Mauritius"
10.11604/pamj.2013.16.18.2505,"Department of Urology, University Hospital Center Hassan II - FES, Morocco"
10.1007/s12298-013-0187-1,"Agricultural and Ecological Research Unit, Indian Statistical Institute, Kolkata, 700108, 203, B.T. Road, India; Darjeeling Tea Research and Development Centre, Darjeeling, 734203, A.K. Mukherjee Road, Kurseong, India; Tea Board of India, Ministry of Commerce and Industry, Government of India, Kolkata, 700001, 14, B.T.M Sarani, India"
10.3109/10428194.2013.776681,"Department of Hematology and Oncology, Zhongda Hospital, Southeast University, Nanjing 210009, China"
10.1016/j.actatropica.2013.07.013,"OIE Reference Laboratory for WTD, Aquaculture Biotechnology Division, PG and Research Department of Zoology, C. Abdul Hakeem College, Melvisharam 632509, Vellore District, Tamil Nadu, India"
10.3892/mmr.2013.1507,"Department of Cardiology, Shandong Provincial Hospital, Shandong University, Jinan, Shandong 250021, 324 Jingwu Road, China; Department of Cardiology, Shandong Yi Dou Central Hospital Affiliated to Weifang Medical College, Qingzhou, Weifang, Shandong 262500, China"
10.1186/1471-2482-13-S2-S26,"Department of Biomedical, Surgical and Dental Sciences, University of Milan, Milan, Italy; Department of General Surgery, Cardinale Ascalesi Hospital, ASL NA1, Naples, Italy; Department of Translational Medical Sciences, University Federico II of Naples, Naples, Italy; Palazzo donn'Anna, Naples, Largo Donn'Anna 9, Italy; Department of General, Geriatric, Oncologic Surgery and Advanced Technologies, University Federico II of Naples, Naples, Italy"
10.1155/2013/507647,"Facultad de Ciencias Físico Matemáticas, Posgrado en Física Aplicada, Ciudad Universitaria, 72570 Puebla, PUE buap.mx, Avenida San Claudio y 18 Sur, Colonia San Manuel, Mexico; Facultad de Ciencias Químicas, Benemérita Universidad Autónoma de Puebla, 72001 Puebla, PUE, P.O. Box 1067, Mexico; Laboratorio de Síntesis de Complejos, Facultad de Ciencias Químicas, Benemérita Universidad Autónoma de Puebla, 72001 Puebla, PUE, P.O. Box 1067, Mexico; Centro de Física Aplicada y Tecnología Avanzada, Universidad Nacional Autónoma de México, 76230 Santiago de Querétaro, QRO, Boulevard Juriquilla 3001, Mexico"
10.5772/55909,"School of Mechanical and Electrical Engineering, China University of Mining and Technology, Xuzhou, China; Henan Institute of Science and Technology, Xinxiang, Henan, China"
10.1016/j.ejphar.2013.07.011,"Department of Pharmacy, University of Salerno, 84084 Fisciano, SA, Italy; European Research Centre for Drug Discovery and Development (Nat Syn Drugs), Dipartimento Farmaco Chimico Tecnologico, University of Siena, 53100 Siena, Via Aldo Moro, Italy; Institute of Biomolecular Chemistry, C.N.R., Pozzuoli, 80078 Naples, Via Campi Flegrei 34, Italy; School of Biochemistry and Immunology, Trinity College Dublin, Dublin, Ireland; Institute of Endocrinology and Experimental Oncology, IEOS CNR, 80131 Naples, Via Pansini 5, Italy; Department of Medicine and Surgery, University of Salerno, Baronissi, 1-84081 SA, Via S. Allende, Italy"
10.1016/j.clindermatol.2013.01.007,"Department of Dermatology, Second University of Naples, 5-80131 Naples, via S. Pansini, Italy; Dermatology Unit, Kaplan Medical Center, Rehovot 76100 Israel; The School of Medicine, Hebrew University and Hadassah Medical Center, Jerusalem, Israel"
10.3892/ijo.2013.2103,"Department of Radiation Oncology, Air Force General Hospital, Beijing 100142, China; Department of Radiation Oncology, Daping Hospital, Third Military Medical University, Chongqing 400030, China; Institute of Infectious Diseases, Beijing Ditan Hospital, Capital Medical University, Beijing 100015, China; Department of Radiation Oncology, General Hospital of Chinese People's Liberation Army, Beijing 100853, China"
10.1177/0300060513483414,"Department of Orthopaedics, QiLu Hospital, Shandong University, Ji'nan, Shandong Province, China; Department of Orthopaedics, Qindao Municipal Hospital, Qingdao, Shandong Province, China"
10.1016/S1701-2163(15)30966-X,"Saskatoon, SK, Canada; Ottawa, ON, Canada; St. John's, NL, Canada; Halifax, NS, Canada; Quebec, QC, Canada; Toronto, ON, Canada; Edmonton, AB, Canada; Vancouver, BC, Canada; London, ON, Canada; Montreal, QC, Canada"
10.3892/ijo.2013.2046,"Department of Hepatobiliary Surgery, Affiliated Hospital, Guilin Medical University, Guilin 541001, Guangxi, China; Medical Oncology, Affiliated Hospital, United States; Laboratory of Liver Injury and Repair Molecular Medicine, Guilin Medical University, Guilin 541001, Guangxi, China; Department of Microbiology and Immunology, Darby Children's Research Institute, Medical University of South Carolina, Charleston, SC 29425, United States"
10.1155/2013/467670,"Computational Sciences and Engineering Division, Oak Ridge National Laboratory, MS 6085, Oak Ridge, TN 37831, P.O. Box 2008, United States; Electrical Engineering and Computer Science Department, University of Tennessee, Knoxville, TN 37996, 1520 Middle Drive, United States"
10.1248/bpb.b13-00634,"First Affiliated Hospital of Guangxi University of Chinese Medicine, Nanning 530023, China; Guangxi Medical University, Nanning 530021, China; Institute of Bioengineering and Nanotechnology, Singapore 169483, Singapore"
10.3892/ol.2013.1546,"Department of Neurosurgery, First Hospital of Jilin University, Changchun, Jilin 130021, China; Department of Neurosurgery, Affiliated Zhongshan Hospital of Dalian University, Dalian, Liaoning 116001, China; Department of Neurosurgery, People's Hospital of Jilin Province, Changchun, Jilin 130000, China"
10.1109/QR2MSE.2013.6625794,"Beijing, Mail Box 1303-17, China"
10.1016/j.ijbiomac.2013.04.033,"Department of Genetics and Molecular Biology, Xi'an Jiaotong University, College of Medicine, Xi'an, Shaanxi 710061, China; Key Laboratory of Environment and Genes Related to Diseases, Ministry of Education, Xi'an, Shaanxi 710061, China; Department of Neurosurgery, First Affiliated Hospital, Medical School, Xi'an Jiaotong University, Xi'an, Shaanxi 710061, China"
10.4136/ambi-agua.967,"Universidade Federal de Campina Grande, Campina Grande, PB, Brazil"
10.1109/QR2MSE.2013.6625993,"Department of Basic Science, Jilin Jianzhu University, Changchun, China; Department of Fundamental Sciences, Jilin Teacher's Institute of Engineering and Technology, Changchun, China"
10.1016/j.ejrad.2013.06.010,"Department of Radiology, Nanjing Medical University, BenQ Hospital, Nanjing, Jiangsu 210019, 71 Hexi Street, China; Department of Diagnostic Radiological Imaging, Graduate School of Medicine, Osaka University, Suita, Osaka 565-0871, 1-7 Yamadaoka, Japan; Osaka Medical Center for Cancer and Cardiovascular Diseases, Higashinari-ku, Osaka 537-0025, 1-3-3 Nakamichi, Japan"
10.15560/9.4.790,"The University of Texas at El Paso, Department of Biological Sciences, 79968. El Paso, TX, United States; 33187. Miami, FL, 16010 S. W. 207th Avenue, United States; Universidad Nacional Autónoma de México, Laboratorio de Farmacobiología, 54090. Tlalnepantla, Mexico; Universidad Autónoma del Estado de Hidalgo, Centro de Investigaciones Biológicas, 42001. Pachuca, HGO, A.P. 1-69 Plaza Juárez, Mexico; Universidad del Mar, Instituto de Recursos, San Pedro MixteOAX, Campus Puerto Escondido, Sola de Vg. 71980, Mexico"
10.1002/ejoc.201300466,"Medicinal and Process Chemistry Division, CSIR-Central Drug Research Institute, Lucknow 226031, P. O. Box 173, India; Academy of Scientific and Innovative Research, New Delhi, India"
10.1007/s10620-012-2537-1,"Department of Thoracic Oncology, First Affiliated Hospital of Medical School, Xi'An Jiaotong University, Shaanxi 710061, Yanta West Road No. 277, China; Department of Radiotherapy, Tangdu Hospital, Fourth Military Medical University, Xi'an Shaanxi, China; Department of Gastroenterology, Tangdu Hospital, Fourth Military Medical University, Xi'an Shaanxi, China; Department of Nuclear Medicine, First Affiliated Hospital of Medical School, Xi'An Jiaotong University, Xi'an Shaanxi, China"
10.1007/s11999-012-2677-9,"Department of Pediatric Orthopedics, Rady Children's Hospital, Health Center, San Diego, CA 92123, 3030 Children's Way, United States"
10.1016/j.ijbiomac.2013.05.004,"Laboratoire de Biochimie et de Génie Enzymatique des Lipases, University of Sfax, ENIS, Route de Soukra, BP 1173, 3038, Tunisia; CNRS-Aix-Marseille Université, Enzymologie Interfaciale et Physiologie de la Lipolyse, UMR 7282, 13402 Marseille cedex 20, 31 Chemin Joseph Aiguier, France"
10.1007/s10157-012-0758-4,"Department of Medicine, Kidney Center, Tokyo Women's Medical University, Shinjuku-ku, Tokyo 162-8666, 8-1 Kawada-cho, Japan; Department of Biostatistics, School of Public Health, University of Tokyo, Tokyo, Japan; Department of Nephrology, Nagoya University, Graduate School of Medicine, Nagoya, Japan; Department of Medicine and Clinical Science, Okayama University, Graduate School of Medicine, Dentistry and Pharmaceutical Sciences, Okayama, Japan; Department of Nephrology, Showa University, Tokyo, Japan; Third Department of Internal Medicine, Fukushima Medical University, Fukushima, Japan; Yaizu City Hospital, Shizuoka, Japan"
10.1002/jbm.a.34495,"Instituto de Bioingeniería, Universidad Miguel Hernández, 03202 Elche (Alicante), Avda. Universidad s/n, Spain; Materials Science Department, SEMS, Queen Mary University of London, London E1 4NS, Mile End Road, United Kingdom; Unidad de Investigación Experimental, Hospital Universitario Virgen de la Arrixaca, Universidad de Murcia, 30520 Murcia, Spain; Department of Restorative Dentistry, Faculty of Medicine and Dentistry, University of Murcia, Spain; Department of Implant Dentistry, Faculty of Medicine and Dentistry, University of Murcia, Spain"
10.1007/s11032-013-9860-x,"School of Life Sciences and Technology, University of Electronic Science and Technology of China, Chendu, 610054, China; State Key Laboratory of Plant Breeding and Genetics, Sichuan Agriculture University, Ya'an, 625014, China"
10.1016/j.partic.2012.05.011,"Faculty of Mechanical Engineering, Babol University of Technology, Babol, P.O. Box 484, Iran"
10.5488/CMP.16.43802,"UMR 7575 LECIME ENSCP-CNRS, 75231 Cedex 05, Paris, 11 rue P. et M. Curie, France"
10.1007/s10343-013-0308-3,"Pests and Plant Protection Department, National Research Centre, Dokki, Cairo, Egypt; Institute of Agricultural and Nutritional Sciences, Martin Luther-University Halle-Wittenberg, Halle-Wittenberg, Germany"
10.1080/15421406.2013.821381,"Post-Graduate Department of Physics, Government College (Autonomous), Mandya 571401, Karnataka, India; Post-Graduate Department of Chemistry, Maharani's Science College for Women, Mysore, Karnataka, India; Department of Physics, University of Mysore, Manasagangotri, Mysore, Karnataka, India"
10.1007/s00249-012-0882-9,"Department of Chemistry, Technische Universität München, 85747 Garching, Lichtenbergstrasse 4, Germany; Center for Integrated Protein Science, Technische Universität München, 85747 Garching, Lichtenbergstrasse 4, Germany; Jülich Center for Neutron Science at FRMII, 85747 Garching, Lichtenbergstrasse 1, Germany"
10.1084/jem.20121486,"Rheumatology Unit, Department of Medicine, Karolinska University Hospital, Karolinska Institutet, Stockholm, SE-171 76 Solna, Sweden; Department of Immunobiology, Yale University School of Medicine, New Haven, CT 06520, United States; Institute for Research in Biomedicine, CH-6500 Bellinzona, Switzerland; Max Planck Research Group Molecular Immunology, Max Planck Institute for Infection Biology, D-10117 Berlin, Germany"
10.1007/s11059-013-0186-9,"Office of the University Provost, Dean of Faculty and Frederick A. Treuhaft Foundation, University of Atlanta, Atlanta, GA, 30360, United States; Centre National de la Recherche Scientifique, 75005 Paris, rue de Rivoli, France"
10.1177/1545968312471901,"Institut Guttmann, Institut Universitari de Neurorehabilitació Adscrit A la UAB, Barcelona, Spain; University Autonoma de Barcelona, Barcelona, Spain; Institut d'Investigació Biomèdica August Pi i Sunyer (IDIBAPS), University of Barcelona, Barcelona, Spain; Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA, United States"
10.1109/QR2MSE.2013.6625727,"PetroChina Pipeline RandD Center, Langfang, China; PetroChina Pipeline Company, Langfang, China"
10.1517/14740338.2013.816674,"University of Pavia, Department of Internal Medicine and Therapeutics, Pavia, 27100, P.le C. Golgi, 2, Italy; University of Bologna, Internal Medicine, Aging and Kidney Disease Department, Bologna, 40138, Via Albertoni 15, Italy; Hospital Hospital sant'Angelo Lodigiano, Hospital Center of Diabetes, Lodi, Italy; Ospedale Pesenti Fenaroli, Bergamo, Italy"
10.3892/mmr.2013.1501,"Department of Urology, Fourth Affiliated Hospital of Nantong Medical College, Yancheng City No. 1 People's Hospital, Yancheng, Jiangsu 224001, 15 Yuehe Road, China; Departments of Thoracic Surgery, Fourth Affiliated Hospital of Nantong Medical College, Yancheng City No. 1 People's Hospital, Yancheng, Jiangsu 224001, China"
10.3892/mmr.2013.1444,"Stroke Center, Beijing Anzhen Hospital, Capital Medical University, Beijing 100029, China; Surgery Intensive Care Unit, Beijing Anzhen Hospital, Capital Medical University, Beijing 100029, China; Department of Pathology, Beijing Youan Hospital, Capital Medical University, Beijing 100054, China; Department of Cardiac Surgery, Beijing Anzhen Hospital, Capital Medical University, Beijing 100029, China; Cardio-Thoracic Vascular Surgery, 306th Hospital of PLA, Beijing 100101, China; Institute of Infectious Diseases, Beijing Ditan Hospital, Capital Medical University, Beijing 100015, 8 Jingshun East Street, China; Department of General Surgery, Second People's Hospital of Guangdong Province, Guangzhou 510515, China; International Mongolian Hospital, Hohhot of Inner Mongolia, Hohhot 010065, China; Department of Vascular Surgery, Beijing Anzhen Hospital, Capital Medical University, Beijing 100029, 2 Anzhen Road, China"
10.1007/s00120-012-3008-1,"Urologische Universitätsklinik Ulm, 89075 Ulm, Prittwitzstraße 43, Germany; Urologisches Zentrum Göppingen, Göppingen, Germany; Schwerpunkt Medikamentöse Tumortherapie and Andrologie, Urologische Praxis Neu-Ulm, Neu-Ulm, Germany"
10.1016/j.jallcom.2013.06.029,"Centre de Recherche en Technologie des Semi-conducteurs Pour L'Energétique (C.R.T.S.E), Algiers, 02 Bd., Frantz FANON, B.P. 140, Algeria; U.S.T.H.B, Physics Faculty, Physics Materials Laboratory, Algiers, Algeria; Mentouri Ahmed University, Constantine, Algeria"
10.1007/s00246-012-0561-8,"Heart Center, Shanghai Children's Medical Center, Shanghai Jiaotong University School of Medicine, Shanghai, Dongfang Road 1678, China"
10.3109/08941939.2012.762073,"Dipartimento di Scienze Chirurgiche, Facoltà di Medicina e Chirurgia, Università Degli Studi di l'Aquila, 67100 Coppito (AQ), Presso Ospedale S. Salvatore, Italy"
10.1186/1471-2482-13-S2-S38,"Department of Urology, University Federico II of Naples, 80131 Naples, Via S. Pansini, 5, Italy; Hospital Santa Maria Delle Grazie, Loc. La Schiana, Pozzuoli Naples, Pozzuoli, Naples Via Domiziana, Italy; Department of General, Geriatric, Oncologic Surgery and Advanced Technologies, University Federico II of Naples, 80131 Naples, Via Pansini, 5, Italy"
10.1109/QR2MSE.2013.6625655,"Faculty of Engineering, Czech University of Life Sciences Prague, CULS Prague, Prague, Czech Republic; Unipetrol A.s., Prague, Czech Republic"
10.1080/09540121.2012.754979,"Department of Psychiatry, St. Michael's Hospital, Toronto, ON, Canada; Centre for Research on Inner City Health, Keenan Research Centre in the Li Ka Shing Knowledge Institute of St. Michael's Hospital, Toronto, ON, Canada; Faculty of Medicine, University of Toronto, Toronto, ON, Canada; Casey House, Toronto, ON, Canada; Department of Clinical Epidemiology and Biostatistics, McMaster University, Hamilton, ON, Canada; School of Medicine, Queen's University, Belfast, United Kingdom"
10.1161/ATVBAHA.113.301869,"Section of Molecular Medicine, Department of Internal Medicine, University of Oklahoma Health Sciences Center, Oklahoma City, OK 73104, 941 Stanton L Young Blvd, United States; College of Medicine, Hubei, Province Key Laboratory on Cardiovascular, Cerebrovascular, and Metabolic Disorders, Hubei University of Science and Technology, Xianning, Hubei, China; College of Medicine, Yangzhou University, Yangzhou, Jiangsu, China; Institut Cochin, Université Paris Descartes, CNRS (UMR 8104), Paris, France; INSERM, U1016, Paris, France"
10.1038/nature12415,"Departments of Pathology, Cell Biology, and Neurology, Columbia University, New York, NY 10032, 650 W. 168th Street, United States; Taub Institute for Alzheimer's Disease and the Aging Brain, Columbia University, New York, NY 10032, 650 W. 168th Street, United States; Sergievsky Center and Department of Epidemiology, Columbia University, New York, NY 10032, 630 W. 168th Street, United States"
10.1210/jc.2012-3623,"Department of Clinical and Molecular Bio-Medicine, University of Catania, Garibaldi-Nesima Medical Center, 95122 Catania, Via Palermo 636, Italy; Garibaldi Nesima Medical Center, 95122 Catania, Italy; Department of Clinical and Molecular Bio-Medicine, Section of Hematology, Oncology, and General Pathology, University of Catania, 95124 Catania, Italy; Facoltà di Scienze Delle Attività Motorie e Sportive, Kore University of Enna, University Campus, 94100 Enna, Italy; Humanitas, Centro Catanese di Oncologia, 95126 Catania, Italy"
10.1093/mnras/stt1851,"Sternberg Astronomical Institute, M. V. Lomonosov Moscow State University, 119992 Moscow, 13 Universitetskij prospect, Russian Federation; Institut de Mécanique Céleste et de Calcul des éphémérides, Observatoire de Paris, UMR 8028 du CNRS, F-75014 Paris, 77 avenue Denfert-Rochereau, France; Faculty of Physics, M. V. Lomonosov Moscow State University, 119991 Moscow, Leninskie Gory, Russian Federation"
10.1111/epi.12250,"Institute for Neurophysiology, University of Cologne, D-50931 Köln, Robert-Koch-Str. 39, Germany; Center for Molecular Medicine Cologne (CMMC), University of Cologne, Cologne, Germany; Department of Neurosurgery, University Hospital, Heinrich-Heine-University, Duesseldorf, Germany; Institute for Anatomy i, University of Cologne, Cologne, Germany"
10.3892/ijmm.2013.1292,"Faculty of Pharmacy, Bengbu Medical College, Bengbu, Anhui 233000, 2600 Donghai Street, China; Immunology and Oncology Unit, Calvary Mater Newcastle Hospital, Newcastle, NSW 2300, Australia"
10.1021/bc300056x,"Department of Biochemistry, Faculty of Science, Charles University Prague, CZ-12840 Praha 2, Hlavova 8, Czech Republic; Institute of Microbiology, Academy of Sciences of the Czech Republic V.v.i., CZ-14220 Praha 4, Vídeňská 1083, Czech Republic"
10.1016/j.porgcoat.2012.09.008,"Department of Chemistry, Shahreza Branch, Islamic Azad University, Shahreza, Isfahan, P.O. Box 311-86145, Iran"
10.1016/j.joms.2012.07.019,"Department of Orthodontics, Faculty of Dentistry, Federal University of Rio Grande Do sul, Bairro Santana, Porto Alegre, RS 90035-003, Rua Barcelos, 2492, Brazil; Department of Orthodontics, Bauru Dental School, University of São Paulo, Bauru, SP, Brazil"
10.1016/j.lfs.2012.08.002,"Faculty of Applied Sciences, University of Campinas, UNICAMP, Limeira, SP, Brazil; Laboratório de Fisiologia e Bioquímica Do Exercício, Programa de Pós-Graduação em Ciências da Saúde, Universidade Do Extremo sul Catarinense, Criciúma, SC 88806-000, Brazil"
10.1007/s11010-013-1583-0,"Department of Breast Surgery, Affiliated Hospital of Medical College, Qingdao University, Qingdao, 266003, Shandong, China; Department of Surgical Oncology, First Affiliated Hospital, China Medical University, Shenyang, 110001 Liaoning, China; Department of Pediatric Surgery, Affiliated Hospital of Medical College, Qingdao University, Qingdao, 266003 Shandong, China; Department of Child Health Care, Affiliated Hospital of Medical College, Qingdao University, Qingdao, 266003 Shandong, China"
10.1017/S0004972712000263,"Department of Mathematics and Informatics, University of Novi Sad, 21101 Novi Sad, Trg Dositeja Obradovića 4, Serbia"
10.1039/c2sc20639k,"Department of Chemistry and Biochemistry, University of Texas at Austin, 1 University Station, Austin, TX 78712, United States"
